auteur,references
N.F. Svaiter,"[9611030, 9806027, 9905039, 9909175, 5171, 107043, 111108, 111131]"
Lawrence M. Krauss,[9611032]
Hong Liu (Case Western Reserve University),[9611032]
 L. Gallot,"[9611033, 9903123, 3022, 12167, 105258, 112190]"
G.K. Leontaris,"[9611035, 9901098, 11102]"
 N.D. Tracas,[9611035]
B.S. Acharya,"[9611036, 9612182, 9812205, 101206, 303234]"
Massimo Pietroni,"[9611038, 104217]"
 M. Maggiore,"[9611039, 9701146]"
Washington Taylor (Princeton U.),"[9611042, 9705116]"
Andrew Waldron (ITP S.U.N.Y. Stony Brook),[9611043]
Michael G. Schmidt,"[9611044, 9611045, 9802127, 9810161, 211219]"
Theodore Hall,[9611046]
Anton Kapustin,"[9611049, 9711145, 9803112, 9804027, 9804069, 9806238, 9810257, 9902033, 9909089, 9912044, 2193, 6050, 10293, 109098, 210296]"
Shinji Mukohyama,"[9611052, 9911165, 9912287, 4067, 6146, 7239, 101038, 104185, 112115, 112205, 202100, 204084, 205231, 208094]"
A. Collino (U. of Torino),[9611053]
 M. Jinzenji (U. of Tokyo),[9611053]
Brandon Carter (D.A.R.C.,[9611054]
 Obs. Paris-Meudon.),[9611054]
M. P. Fry (School of Mathematics,[9611055]
 Trinity College,[9611055]
 Dublin),"[9611055, 6148, 8034, 210197]"
J. Karkowski,[9611057]
Z. Swierczynski,[9611057]
J.A. Mignaco(1),[9611058]
 C. Sigaud(1),[9611058]
 A.R. da Silva(2),[9611058]
F.J. Vanhecke(1),[9611058]
Arthur Lue (MIT),[9611059]
C.R. Stephens (ICN,[9611062]
 UNAM,[9611062]
 Hirosi Ooguri,"[9611063, 9612131, 9702203, 9705220, 9706082, 9711143, 9801060, 9806021, 9812046, 5183, 106129, 111135, 112188, 212277]"
Yaron Oz (UC,[9611063]
Jan de Boer (Berkeley),[9611066]
Kostas Skenderis (Leuven),[9611066]
Bertfried Fauser,"[9611069, 9710047, 9710186, 9908015, 9908200, 7032, 11025, 11026]"
U. Feichtinger,[9611070]
 William P. Orrick,[9611071]
Miao LI,[9611072]
 H.J. Rothe,"[9611077, 9906072, 9907217, 9909039]"
K.D. Rothe Comments 9 pages,[9611077]
 LaTeX,[9611077]
 Xingchang Song,"[9611080, 111095]"
C. Devchand,"[9611081, 9612176, 9701059, 9704036]"
 David Langlois (Observatoire de Paris-Meudon),[9611082]
P.O. Hess,[9611085]
 J.C. López Vieyra,[9611085]
Ranabir Dutt,[9611087]
 Asim Gangopadhyaya,[9611087]
Andreas Karch,"[9611088, 9702179, 9703172, 9705022, 9711157, 9712143, 9801154, 9801156, 9803232, 9804074, 9808178, 9810254, 9812072, 9901041, 11156, 105108, 106261, 110039, 205236, 211107, 212041, 303249]"
 P.J. Arias,[9611089]
Kenji Suzuki (Department of physics,"[9611095, 9712224, 9807168]"
 Tokyo Institute of Technology),"[9611095, 9712224, 9807168]"
V. Dzhunushaliev,"[9611096, 9707039, 9806073, 9810094, 9902076, 9912194, 10185, 102081, 103172, 104129, 204053, 302215]"
Takuhiro Kitao,"[9611097, 9801135, 9808111, 9908006, 211162]"
 R. C. Trinchero,[9611098]
 Dmitri Sorokin,"[9611100, 9701037, 9701127, 9705064, 9807133, 9809213, 9904109, 9912076, 7048, 11020, 103152, 206104, 301067]"
A.A. Rosly,[9611101]
 K.G. Selivanov,[9611101]
U.G. Mitreuter,[9611105]
 J.M. Pawlowski,"[9611105, 5221]"
V.B. Derjagin,[9611108]
 A.N. Leznov,[9611108]
 Marcos Sampaio,"[9611109, 9702072, 9807163, 9811157, 209033]"
C. Becchi,"[9611113, 9811018, 202155, 304159]"
 S. Giusto,"[9611113, 9811018, 202155, 304159]"
Raymond Stora,"[9611114, 9611115, 9611116]"
P.R. Johnson,"[9611117, 3201]"
Yűji Ohta (Hiroshima Univ.,[9611120]
 Dept. of Math.),[9611120]
 O. Schnetz,[9611123]
A. Peter,[9611126]
 W. Cassing,"[9611126, 9708079, 9806102]"
 J.M. Hauser,[9611126]
 M.H. Thoma,[9611126]
D.A. Kosower,[9611127]
 Hans Henrik Rugh,[9611128]
A. N. Mitra,"[9611129, 9801006]"
M. Nikbakht-Tehrani,"[9611130, 9612067, 9802170]"
Joshua Erlich,"[9611133, 9902118]"
I.V. Lavrinenko,"[9611134, 9702058, 9710243, 9807006, 9903057, 9909055]"
 University of Cambridge,"[9611135, 9612127, 9711009, 9711107, 9712122, 9804123, 2011]"
 Eliezer Rabinovici,"[9611136, 9807161, 5052, 212242]"
I. Brevik,"[9611138, 9703089, 9703187, 9711159, 9803219, 9803246, 9811219, 9902130, 9902184, 2049, 2064, 3158, 4041, 106225, 108116]"
V. A. Miransky,"[9611142, 9805159]"
M.A. Valle-Basagoiti,[9611143]
Pierre Binetruy (LPTHE),[9611149]
Yi-Yen Wu (LBNL,[9611149]
 UCB),[9611149]
 D Elliott,[9611150]
D McAnally,[9611150]
W.F. Chen. H.C. Lee,[9611153]
C. Anastopoulos,"[9611155, 9611156, 9709223]"
 Per,[9611159]
Falk Rohsiepe,[9611160]
S. Ying,"[9611166, 9711167, 9802044, 10074]"
Jon Magne Leinaas,"[9611167, 9804179, 101054]"
P. John,[9611168]
P. M. Sá,[9611169]
J. P. S. Lemos,[9611169]
P. Zaugg,"[9611170, 9701148]"
V.A. Rubakov,[9611171]
Savdeep Sethi,"[9611172, 9702101, 9703157, 9705046, 9708085, 9710005, 9712071, 9803142, 9804027, 9808061, 9809162, 9903049, 9908088, 1189, 2131, 5046, 109197, 205162, 208126, 303066]"
J. C. Breckenridge,[9611174]
 G. Michaud,"[9611174, 9703041]"
R. C. Myers (McGill University),[9611174]
 Takao Matsushita,[9611180]
Pietro Fré (Universitá di Torino),[9611182]
B. Piette,"[9611183, 9709189, 9710011, 9710012, 103126]"
Felix Finster (Harvard University,[9611187]
 Department of Mathematics),[9611187]
Leszek Lukaszuk,[9611192]
E. Sharpe,"[9611196, 9705210, 9710031, 9804066, 9806020, 9810064, 302152]"
John H. Brodie (Princeton University),"[9611197, 9704043]"
Matthew J. Strassler,"[9611197, 9705003, 9709081, 9810223, 3136]"
M. Sugiura (Nagoya University),[9611198]
Youjin Zhang,[9611200]
 Sanjaye Ramgoolam,"[9611202, 9902059, 9907144, 9907145, 6239, 8186, 12217, 101058, 111222, 111278, 212166]"
E. Kiritsis (CERN),"[9611205, 9709062]"
Tsunehide Kuroki,"[9611207, 9804041, 9902004, 1011, 7055, 106103]"
 Fumihiko Sugino,"[9611207, 11175]"
I.I Kogan,[9611208]
O.A. Soloviev,[9611208]
Ignazio Lazzizzera,"[9611211, 9712076, 9906097]"
G. Dvali,"[9611213, 9612128, 9901111, 9904021, 2190, 3054, 4057, 6213, 10071, 105203]"
Igor Klebanov,"[9611214, 9905174]"
Micha Berkooz (Rutgers University),[9611215]
 V. Korepin,"[9611216, 9612252]"
N. Slavnov,"[9611216, 9612252]"
A. Kudryavtsev,"[9611217, 9709187]"
 B. Piette,"[9611217, 9709187, 9811071, 9904160]"
Noureddine Mohammedi (Tours University),[9611218]
 A. Mikovic,[9611219]
 C. Sonnenschein,[9611222]
I. Lazzizzera,[9611224]
John Manolis Smyrnakis,[9611225]
Yves Brihaye,"[9611226, 9710111, 9807169, 9810175]"
 Stefan Giller,[9611226]
 Piotr Kosinski,"[9611226, 9710111, 9912068, 208162]"
Rolf Dahm (Computing Center,[9611229]
 University Mainz),[9611229]
Hideomi Totsuka Atomic ,[9611232]
Pei-Ming Ho,"[9611233, 9703016, 9706073, 9708137, 9712201, 9801147, 9803166, 9812143, 9812219, 9907145, 3012, 4072, 5159, 5268, 10165, 103024, 105191, 110191, 203186, 208182]"
 Yong-Shi Wu,"[9611233, 9706073, 9708137, 9801147, 9812143, 5054]"
Subrata Bal,"[9611236, 9902087, 108002]"
 K. V. Shajesh,[9611236]
 Debabrata Basu,[9611236]
Youngsoo Yoon,[9612001]
 Yongsung Yoon (Department of Physics,[9612001]
 Hanyang,[9612001]
JungJai Lee,[9612002]
Carlos Castro (University of Texas,[9612003]
World Laboratory,[9612003]
 Lausanne,"[9612003, 9172, 11153, 106041, 106131, 107233, 111218, 204235, 205139]"
D.V.Antonov (Humboldt University,"[9612005, 9612109, 9703050, 9705073, 9707245, 9710144, 9710194, 9712003, 9712114, 9802056, 9804016, 9804042]"
 Berlin,"[9612005, 9612109, 9703050, 9705073, 9707245, 9710144, 9710194, 9712003, 9712114, 9802056, 9804016, 9804030, 9804042]"
ITEP,"[9612005, 9612109, 9703050, 9705073, 9707245, 9710144, 9710194, 9712003, 9712114, 9802056, 9804016, 9804030, 9804042, 111223, 201013, 209100]"
V. A. De Lorenci,"[9612006, 301194, 301219]"
N. F. Svaiter,"[9612006, 9807043, 9903009, 12039, 207202]"
J. C. A. Barata,[9612007]
 F. Nill,[9612007]
S. F. Hewson,"[9612008, 9712017]"
M. J. Perry,"[9612008, 9801127]"
D. Kreimer,[9612010]
A. V. Kotikov,[9612013]
 J.M.A.,[9612014]
 J.T. Liu,[9612015]
G.X. Ju,[9612016]
 J.F. Cai,[9612016]
 H.Y. Guo,[9612016]
 K. Wu,"[9612016, 104140]"
S.K. Wang,"[9612016, 104140]"
 Wojtek J. Zakrzewski,[9612017]
S. Falkenberg (Leipzig University),[9612019]
S. D. Odintsov (Valle,[9612019]
D. Karczewska,"[9612020, 5238]"
 R. Manka,"[9612020, 9705134]"
S. Pinsky (Ohio State Univ.),[9612021]
Steven B. Giddings (UC Santa Barbara),[9612022]
 Princeton,"[9612023, 9612179]"
 U.S.A.),"[9612023, 9612179]"
H. Belich,"[9612029, 9712249, 12229, 104116, 204024, 212285, 212330, 301224, 304166]"
C.R. Gattringer,"[9612030, 9706183, 9801098]"
 L.D. Paniak,"[9612030, 9706183]"
G.W. Semenoff (University of British,[9612030]
 Atushi Ishikawa,"[9612031, 9705002, 9706038, 11168]"
Masahiko Miyamoto (Tsukuba University),[9612032]
S.E. Parkhomenko (Landau Ins. for Theoretical Physics),[9612034]
L. Galli,[9612035]
 I. Scimemi (Dip. di Fisica,[9612035]
" Univ. ""La Sapienza""",[9612035]
 Rome,"[9612035, 9904113]"
Tudor Ratiu,[9612036]
A.N.Kuznetsov,"[9612037, 9612038]"
 F.V.Tkachov,"[9612037, 9612038]"
 V.V.Vlasov,[9612037]
M. Niedermaier,"[9612039, 9909170, 9912111, 7227, 207028, 207143, 304117]"
Vadim A. Brazhnikov,"[9612040, 9809074]"
Roland E. Allen,"[9612041, 8032, 110208]"
Oleg Andreev (Ecole Normale Superieure,"[9612043, 9612098]"
Landau Institute for,"[9612043, 9612098, 9909224]"
Yi Cheng,"[9612044, 9703140]"
 Zhifeng Li,[9612044]
R. A. McCorkle (University of Rhode Island),[9612045]
Ahmad Shariati,[9612048]
A. Belavin,[9612049]
T. Fugleberg,[9612050]
A. Zhitnitsky,[9612050]
Michael Krasnitz,"[9612051, 9703216, 11179, 209163]"
 T. Pantev,"[9612052, 212218]"
A. P. Balachandran,"[9612053, 9803125, 9804145, 9911087, 6216, 204170, 210297, 212133, 301242]"
S. Vaidya,"[9612053, 9803125, 8203, 209131]"
V.D. Ivashchuk,"[9612054, 9612089, 110273, 110274]"
V.N. Melnikov,"[9612054, 9612089, 9910041, 2200, 110273, 110274, 208083]"
M.M. Sheikh-Jabbari,"[9612056, 9704007, 9709054, 9710121, 9810179, 9901080, 9903107, 9907055, 9910258, 9911203, 1089, 1167, 8057, 102092]"
Aharon Casher,"[9612057, 9709127, 301023]"
F. Fonseca Romero,[9612058]
 U. Ray,[9612060]
 D. Korotkin,[9612065]
 H. Samtleben,"[9612065, 9903111, 6034, 10076, 106153, 207206]"
M. Calixto,"[9612068, 9701180, 9702004, 9702071, 9707227, 9902175, 9903106, 9903141, 9911171, 2109, 3127, 102111]"
 A. Marzuoli,"[9612069, 107112, 209031]"
Jakub Rembielinski,[9612072]
Pawel Caban,[9612072]
S. Pinsky (Ohio State University),"[9612073, 9705242]"
M.W. de Oliveira,[9612074]
Marina Shmakova,"[9612076, 9906239, 9910021, 10271, 107097, 110089, 208156]"
S. Garcia,[9612079]
 G. Guralnik,[9612079]
Z. Guralnik,"[9612079, 9702099, 9708089, 9804057, 101001, 106044, 109079, 204037]"
Achim Kempf (D.A.M.T.P.,[9612082]
G. McCartor,"[9612083, 9802120, 9909200, 4140, 12095]"
 D. G. Robertson,[9612083]
S. S. Pinsky,[9612083]
A. Kempf (1),[9612084]
 G. Mangano (2),[9612084]
 ((1) DAMTP,[9612084]
 UK,[9612084]
 (2) INFN,"[9612084, 212238]"
Samir D. Mathur (Princeton University),[9612087]
 Soo-Young Lee,"[9612088, 9812138, 9904047, 9906002, 9910002]"
 Jae-Rok Kahng,[9612088]
 Sahng-Kyoon Yoo,"[9612088, 9808137, 9812138, 9910002]"
 C.H.Lee,[9612088]
E. Guadagnini,"[9612090, 9809093, 7218]"
 L. Pilo,"[9612090, 9906205]"
Michael Dutsch,[9612091]
 Gunter Scharf,"[9612091, 9702053, 106090, 106091, 106156, 303176]"
B. Melic,[9612092]
S. Meljanac (Rudjer Boskovic Inst.,[9612092]
 A. Zhedanov,[9612094]
 E. Eyras,"[9612095, 9704120, 9707130, 9812224, 3221]"
 B. Janssen,"[9612095, 9704120]"
 J. P. van der Schaar,"[9612095, 5026, 6112]"
T. Hatsuda (Univ. of Tsukuba),[9612097]
 T. Kunihiro (Ryukoku Univ.),[9612097]
Artemio González-López (Dept. Física Teórica II,[9612100]
 U.,[9612100]
M.C. Diamantini (CERN),[9612103]
 F. Quevedo (CERN),[9612103]
C.A.Trugenberger,[9612103]
Cesar Gomez (IMAFF,[9612104]
 CSIC),"[9612104, 9803178]"
J.-Q. Liang,[9612106]
 F. Zimmerschied and,[9612106]
V. Branchina,"[9612110, 9612111, 207134]"
 H. Mohrbach,"[9612110, 9612111, 9903173, 303189]"
 J. Polonyi,"[9612110, 9612111, 9904093, 9910167, 4059, 12208, 111152]"
P. F. Borges,"[9612112, 9811166, 9812045, 9125, 108107]"
 H. Boschi-Filho,"[9612112, 9811084, 9811166, 9812045, 9125, 10081, 108107]"
A. D. Kennedy (SCRI,[9612113]
 Florida State University),[9612113]
N. Ishibashi,"[9612115, 4038]"
H. Dorn (Humboldt University Berlin),[9612120]
 Sergio A. Pernice,[9612122]
Michael Goodband,[9612123]
Ph. Droz-Vincent (CNRS,[9612124]
 Université P. et M. Curie,[9612124]
 Sergio. A. Pernice,[9612125]
M.B. Green (DAMTP,"[9612127, 9711107]"
M. Gutperle,"[9612127, 9711107]"
M. Kruczenski (CNEA Buenos Aires Argentina),[9612129]
L. E. Oxman (UFRJ Rio,[9612129]
Gavin Polhemus,"[9612130, 9904128]"
Zheng Yin,"[9612131, 9612254, 9702154, 9710206, 9712184, 9908152, 212338]"
Mathias Pillin,[9612133]
Soonkeon Nam (Kyung Hee Univ.),"[9612134, 9703171]"
T. Kopf,"[9612137, 9812222, 5260]"
 A. E. Santana,"[9612137, 201147]"
 F. C. Khanna,"[9612137, 9812223]"
A. Herrera,"[9612139, 9612232, 9702152]"
O. Kechkin,"[9612139, 9612232, 9702152]"
Victor T. Kim (IITAP,[9612147]
 Ames,[9612147]
PNPI,[9612147]
 St.Petersburg) Grigorii B.,[9612147]
Tomoharu Okada,[9612148]
Juergen Tolksdorf,[9612149]
Matej Pavsic,"[9612151, 9704154, 9812123, 6184, 11216]"
Nicodemo Magnoli,"[9612154, 9706017]"
A. A. Andrianov (Sankt-Petersburg State University),[9612156]
M.A. Walton (University of Lethbridge),[9612159]
A. R. Rastegar,"[9612161, 9707173]"
 M. R. Rahimi Tabar,"[9612161, 9707173]"
 P. Hawaii,[9612161]
Billy D. Jones,"[9612163, 9703106]"
Hirofumi Yasuta (Ibaraki University),"[9612165, 9704105, 9707161, 9709018]"
E. Abdalla (ICTP,[9612166]
Patrizia Vitale,"[9612168, 9812076]"
Y. I. Shil'nov,[9612169]
 V. V. Chitov,"[9612169, 9710203]"
 A.T. Kotwicki,[9612169]
Sathya Guruswamy,[9612172]
Ingemar Bengtsson (Stockholm),[9612174]
 Hui-Min Zhang,[9612175]
Takeshi Hamada,[9612175]
Andreas Recknagel (ETH Zuerich),[9612178]
S.A. Gogilidze,"[9612180, 9707136]"
Yu.S. Surovtsev,[9612180]
 Yakov Kanter,[9612181]
Zhujun Zheng,[9612184]
 Shikun Wang,[9612184]
 Jianxun Hu,[9612184]
 J. M. Izquierdo,"[9612186, 9703019, 9810230, 101053]"
J. C. Perez,[9612186]
Miguel Navarro (Granada U.,[9612189]
 Madrid,"[9612189, 111214, 301042]"
 IMAFF),[9612189]
 Manuel Calixto (Granada,[9612189]
 Y. I. Shil'nov,[9612190]
D.S.Berman,"[9612191, 9706208]"
C. Ford (Jena),[9612193]
 C. Wiesendanger (DIAS),[9612193]
Changhai Lu,"[9612194, 9709080, 9802108, 9806237]"
 Martin Rocek,"[9612195, 9801043, 9908082, 8108, 101161, 104215, 202149, 211266]"
 M. T. Grisaru,[9612196]
 M. E. Knutt-Wehlau,[9612196]
O. A.,[9612196]
Pawel Oskar Mazur,[9612197]
J.P. De Villiers,[9612199]
G. L. Cardoso,"[9612200, 3157, 9234, 12232, 211118]"
M.S. Costa,[9612204]
 O. Grandjean,"[9612205, 9706132, 9912079]"
Christof Wetterich (ITP,[9612206]
 U Heidelberg),[9612206]
M. Abou Zeid,"[9612208, 9704021, 9708047, 9710096, 9712163, 9802179]"
V. B. Kopeliovich,"[9612211, 9707067]"
 B. E. Stern (INR,[9612211]
Rudolf A. Frick,"[9612212, 111063, 203034, 210277]"
 E. Witten,[9612216]
 Z. Maassarani,[9612217]
Marcello Ciafaloni (Dipartimento di Fisica,[9612219]
 Università di Firenze and,[9612219]
 Jerzy F. Plebanski (CINVESTAV-IPN),[9612221]
Flavio S. Nogueira,"[9612227, 303265]"
 Ş. Koçak,[9612230]
 H. Kubo,[9612233]
Bo-yu Hou,"[9612235, 9701101, 9905197, 9905202, 102036, 109091, 303077]"
 Wen-li Yang,[9612235]
O.A.Rytchkov,[9612236]
 S. M. Nishigaki,"[9612237, 1137, 3009, 5077, 6111]"
 Hisao Suzuki (Hokkaido University),[9612240]
Sanjay Jain (Indian Institute of Science),[9612242]
A. Maslikov (2),[9612243]
 I. Naumov (2),[9612243]
 G. Volkov (1,[9612243]
2) ((1) INFN Sezione di,[9612243]
 Arshad Momen,[9612247]
F. Moraes,[9612247]
Jin Young Kim (Dongseo University),[9612249]
Y.S. Myung (Inje,[9612249]
N. Tanimura (Kyushu Univ. Fukuoka,"[9612250, 9702128, 9707248]"
S. E. Konstein,[9612253]
I. V. Kanatchikov,"[9612255, 9710069, 9811016]"
Jules Beckers,[9701003]
John M. Cornwall (UCLA),"[9701004, 9704022]"
Izumi Ojima,"[9701005, 9912039]"
A. Ferrando (1,[9701006]
 A. Jaramillo (1),[9701006]
S. Shabanov (1). ((1),[9701006]
Y. Kikukawa (1),[9701007]
 R. Narayanan (2),[9701007]
 H. Neuberger (1) ((1) Rutgers,[9701007]
 (2),"[9701007, 9907185, 9909037, 9909090, 9909160, 3121]"
T. Kitao,[9701009]
 S. Terashima,"[9701009, 108085, 202165, 205085]"
 I. Martin,"[9701010, 9711122, 109153, 205002]"
S. Hewson,[9701011]
Robert Konik,"[9701016, 9703085]"
 G. Nardelli,"[9701017, 9707137, 105257, 107147, 205210]"
A. Shuvaev,[9701017]
G. Esposito,[9701018]
 B. Lian,[9701023]
 S.-S. Roan,[9701023]
V.I. Shevchenko,[9701026]
Yu.A. Simonov,[9701026]
 Alex Travesset,[9701028]
E. I. Guendelman,"[9701030, 9803134, 110221]"
 Aleksey Nudelman,"[9701030, 6102]"
Remo Garattini,"[9701031, 9809207, 9811187, 9902006, 9906043, 9906074]"
Hitoshi Konno (Hiroshima University,[9701034]
 Dept. of Math. IAS),[9701034]
Yukinori Nagatani (Nagoya University),[9701036]
Antonio J. Segui-Santonja (Departamento de Fisica,[9701038]
R. Argurio,"[9701042, 9704190, 9710027, 9712170, 9801053, 9810180]"
 L. Houart,"[9701042, 9704190, 9710027, 9801053, 9810180, 304206]"
B L Feigin,"[9701043, 9805179, 9810059]"
 A M Semikhatov,"[9701043, 9804156, 9805179]"
I Yu Tipunin,"[9701043, 9804156, 9805179]"
Ralf D. Tscheuschner,[9701046]
A S Vytheeswaran (Bangalore University,"[9701050, 7230]"
S V Shabanov,[9701051]
 Sterrett J. Collins,[9701056]
W. Oliveira,"[9701058, 9705157, 110183, 112159]"
L. Borisov,[9701061]
 M.B. Halpern,[9701061]
 C. Schweigert,"[9701061, 9708141, 9711104, 9712257, 9801190, 9805026, 9806121, 9811211, 9902132, 9905038, 9908025, 9908185, 9909030, 9909140, 1005, 3037, 3298, 6181, 7145, 7174, 110133]"
C. Codirla,"[9701064, 9809043]"
Vladimir Korepin (ITP,[9701066]
 SUNY at Stony Brook,[9701066]
Nikita Slavnov,[9701066]
Recai Erdem,"[9701067, 9809054]"
 P. Silaev,[9701068]
I. Cherednikov,"[9701068, 9912237]"
 S.F. Hassan (Theory Division,[9701069]
 CERN),"[9701069, 102026, 303264]"
Alice Rogers (King's College London),[9701070]
F. Scheck (Johannes Gutenberg-Universitaet,[9701073]
 Mainz),[9701073]
Jiannis Pachos (MIT),"[9701074, 9705119, 9801172, 9807106, 9807233]"
Haisong Yang,"[9701077, 9902128]"
Andrei Demichev,[9701079]
Thomas Krajewski (CPT-Marseille),[9701081]
 Richard Easther,[9701082]
Manu Mathur,"[9701083, 9807167]"
Stjepan Meljanac (IRB,[9701084]
Zagreb),"[9701084, 9701084]"
Marijan Milekovic (PMF,[9701084]
M.T. Johnsson,[9701086]
 D. Mc Neill,[9701087]
K.S. Stelle (Imperial College,"[9701088, 9803116, 9812086]"
Paul O'Hara (Northeastern Illinois University),[9701089]
 K.S.Viswanathan,"[9701092, 9911160, 304035]"
 A.I.Volovich,[9701092]
Michael B.Green (DAMTP,[9701093]
A. H. Chamseddine (ETH Zuerich),[9701096]
Valter Moretti (Phys. Dept. Trento University),[9701099]
Wen-li Yang,"[9701101, 9703126, 9704024, 9905197, 9905202]"
 Mu-In Park,"[9701102, 9702002]"
Sean J.,[9701102]
J. F. J. Salgado,[9701104]
G.M. Cicuta,[9701108]
H. M. Fried,"[9701110, 303108]"
 H. Roemer,[9701111]
Michael Trunk (University of Freiburg,[9701112]
 Sudhakar Panda,"[9701115, 9810140, 3033, 211115]"
 J. Hoppe (ETH Zuerich),[9701119]
H. M. Chan (Rutherford Appleton Laboratory),"[9701120, 9702117]"
S. T. Tsou,"[9701120, 9702117]"
Marco Laucelli Meana,"[9701122, 9705185, 9803058, 9811170, 9903039, 2052]"
 M.A.R. Osorio,"[9701122, 9803058]"
Jesús Puente Peñalba,"[9701122, 9705185, 9811170, 9903039, 9904094, 9907083, 2052]"
Uwe Müller,"[9701124, 9702095]"
S. Cacciatori,"[9701130, 4077, 201103, 203038, 204152]"
 G. Preparata,[9701130]
 S. Rovelli,[9701130]
 I. Spagnolatti,[9701130]
 She-Sheng Xue,[9701130]
Leopoldo A. Pando Zayas (Department of Theoretical Physics at Moscow,"[9701131, 9704146]"
J. T. Sobczyk,[9701133]
 S.T. Love,"[9701134, 108243]"
Marek Czachor,"[9701135, 112011, 201090, 304144]"
Alejandro Corichi (Penn State),[9701136]
Nakwoo Kim,"[9701139, 9808166, 9901008, 9903129, 2086, 11190, 109039, 203080, 207034, 207061, 207264, 211029, 212017]"
Yitzhak Frishman,[9701140]
R.R. Metsaev (Lebedev Physical Institute),"[9701141, 9705048]"
Faheem Hussain,"[9701143, 9706186, 9710049, 9711020, 9711021]"
 Roberto Iengo,"[9701143, 9706186, 9710049, 9711020, 9711021, 9801110, 9803096]"
Carmen Núñez,"[9701143, 9909149]"
A. D'Adda,"[9701145, 110243, 201181]"
A. Buonanno,"[9701146, 9706221, 9707053, 9710188, 9806230]"
C. Ungarelli,"[9701146, 9707053]"
 Kurt Lechner,"[9701149, 9703127, 9707044, 9806140]"
 Alexei Nurmagambetov,"[9701149, 9703127, 3169]"
 Paolo Pasti,"[9701149, 9703127, 9705064, 103152]"
 Dmitri,"[9701149, 9703127]"
Rafael Hernandez (Instituto de Matematicas y Fisica,"[9701150, 9703036]"
I. Chepelev,"[9701151, 9704127, 9705120, 9709087, 9801120]"
 Y. Makeenko,"[9701151, 9703038]"
Tadakatsu Sakai,"[9701155, 9802004, 7062, 212314]"
M.V.Manías,[9701160]
 C.M. Naón,[9701160]
Robert Friedman,[9701162]
 John Morgan,[9701162]
A. Zorich,[9701164]
 Andrey Johansen,[9701165]
 Tony Pantev,"[9701165, 9805056, 1101, 1133, 9112, 212221, 303020]"
A.V.Shurgaia,"[9701167, 3257]"
Douglas J. Smith,"[9701168, 9703208, 9812126, 9902210, 6060, 204209, 210157]"
Matthew J. Slater,"[9701170, 9912011]"
L.M. Bernardo,[9701171]
 C.N. Leung,"[9701172, 9711126]"
Y.J. Ng,"[9701172, 9711126]"
Andrei Mikhailov,"[9701174, 9708068, 9803142, 9806030, 9910126, 10206, 201019, 208077, 211229]"
 J. Borlaf,"[9701178, 9711199]"
J.H. León (UAM,[9701178]
 Madrid),"[9701178, 9805017, 9806075, 9809198, 9809206, 9810102, 9905165, 9906236, 2033, 8193, 105088, 203210]"
H. Figueroa,[9701179]
 J. M. Gracia-Bondia,[9701179]
J. C. Varilly,[9701179]
Takashi Dateki (Nagoya university),[9701183]
Emanuele Manfredini,[9701184]
Y. Lozano (Univ. Utrecht),[9701186]
Marco Billo,"[9701190, 9801112, 9801140, 9803228, 9902100]"
 Daniel Cangemi,[9701190]
 Witold Skiba (MIT) and,[9701191]
Alexei Mishchenko (Bogolyubov Institute for Theoretical Physics),[9701192]
Yu.S.Kalashnikova,[9701193]
 A.V.Nefediev (ITEP),[9701193]
Andrei Okounkov,[9702001]
Gernot Akemann,"[9702005, 9705114]"
C. E. Carlson (Coll. William-Mary),[9702007]
 C. Molina-Paris (Los Alamos),[9702007]
R. Holman,"[9702011, 9904216]"
 S. Prem Kumar,"[9702011, 104064, 108221, 209089, 209099]"
Nicholas P. Warner,"[9702012, 2192, 4063, 9159, 11207, 106032, 107220, 205201, 212190]"
A.P. Isaev (Dubna),[9702013]
 P.P. Kulish (Paris,[9702013]
St.Petersburg),[9702013]
 D. Kutasov,"[9702014, 9704104, 9707217, 9802067, 9806194, 9907178, 9909110, 9911039, 3101, 106005, 204189]"
